"Category","CheckId","CheckName","Error","FindingCount","Result","ScanNote","ScanTimeUtc"
"Certificate_Services","CERT-050","Templates with Any Purpose or missing EKU (ESC2-style LDAP signal)","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Certificate_Services","CERT-051","CA Role Separation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Certificate_Services","CERT-052","[Listing] Subject name policy review (all templates)","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Certificate_Services","CERT-053","CA Security Descriptor","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-001","LAPS Schema Extended","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-002","Windows LAPS Schema Extended","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-003","Computers Without LAPS Password","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-004","Computers with LAPS Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-005","Computers with BitLocker Keys Stored","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-006","Computers with Stale Passwords","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-007","Computers with Weak Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-008","Computers with Pre Windows 2000 Access","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-009","Computers with Unconstrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-010","Computers with Constrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-011","Computers with Resource Based Constrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-012","Computers with Duplicate SPNs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-013","Computers in Default Computers Container","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-014","Computers with AdminSDHolder Protection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-015","Computers with Disabled Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-016","Computers Never Logged On","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-017","Computers with Expired Passwords","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-018","Computers with Password Never Expires","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-019","Computers with Reversible Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-020","Computers with DES Encryption Only","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-021","Computers with Trusted for Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-022","Computers with Not Delegated Flag","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-023","Computers with Smartcard Required","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-024","Computers with Password Not Required","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-025","Computers with Sensitive Flag","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-026","Computers with Primary Group ID Not 515","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-027","Computers with SID History","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-028","Computers with Null Sessions Allowed","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-029","Computers with Anonymous Access","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-030","Computers with Legacy Operating Systems","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-031","Local Admin Rights Mapping","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-032","Computers with Cached Credentials","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-033","RDP Access Mapping","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-034","PSRemoting Enabled Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-035","Computers Without LAPS","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-036","LAPS Passwords Expiring Soon","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computer_Management","CMGMT-037","LAPS Read Permissions Audit","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-001","Computers with Unconstrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-002","Computers with Constrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-003","Computers with RBCD Configured","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-004","Computers with LAPS Deployed","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-005","Computers Missing LAPS","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-006","Computers Running Unsupported OS","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-007","Stale Computer Accounts 90 Days","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-008","Computers with adminCount1","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-009","Computers with SIDHistory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-010","Computers with KeyCredentialLink","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-011","Windows Servers Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-012","Windows Workstations Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-013","Computers with S4U Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-014","Computers with DES-Only Kerberos","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-015","Computers Missing Encryption Types","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-016","Computers with Reversible Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-017","Computers Trusted as DCs Not Actual DCs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-018","Computers with Pre-2000 Compatible Access","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-019","Computers Created in Last 7 Days","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-020","Disabled Computer Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-021","Computers with userPassword Attribute","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-022","Computers with Description Containing Sensitive Info","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-023","Computers in Default Computers Container","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-024","Computers with Service Principal Names","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-025","Computers with AltSecurityIdentities","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-026","Computer Accounts with Old Password 1 Year","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-027","Computers - Windows 10 Versions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-028","Computers - Windows 11 Versions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-029","LinuxUnix Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Computers_Servers","CMP-030","Computers with Managed Password gMSA Hosts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-001","STIG Password Policy Compliance","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-002","CIS Benchmark Account Policies","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-003","PCI DSS","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-004","HIPAA Controls","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-005","Advanced Audit Policy Validation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-006","Security Event Log Forwarding","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-007","Privileged Account Naming Convention","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-008","Account Lockout Policy Compliance","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-009","Minimum Password Age Compliance","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-010","Password History Compliance","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-011","Reversible Encryption Disabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-012","LAN Manager Hash Storage","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-013","Anonymous SID Translation","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-014","Everyone Permissions Audit","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-015","Authenticated Users Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-016","Guest Account Status","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-017","Administrator Account Renamed","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-018","Audit Policy Success Failure","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-019","Security Log Size Compliance","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Compliance","COMPLY-020","Privileged Account Separation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-001","Domain Controllers Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DC-002","Domain Functional Level","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-003-dup2","DCs with Constrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-004","DCs Running Outdated OS 2012 or Earlier","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-004-dup2","DFSR SYSVOL Migration Status","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-005","FRS SYSVOL Deprecated","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Security_Accounts","DC-005-dup2","KRBTGT Account Password Age","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-006","RODC Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-007","FSMO Role Holders","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-033","DCs with SMB Signing Disabled (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-034","DCs LDAP Signing Not Required (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-035","DCs LDAP Channel Binding Disabled (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-036","DCs with Expiring Certificates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-037","DCs Replication Failures","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-037-dup2","Domain Controllers with Unusual Services","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-038","DCs Null Session Enabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-038-dup2","Domain Controllers with Audit Policy Gaps","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-039","DCs with Print Spooler Running","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-039-dup2","Event Log Size and Retention","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-040","DC Accounts Not Protected","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-041","DCs with Weak Kerberos Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-042","DCs with Unsigned LDAP Binds Allowed","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-043","DCs Not Configured for Secure Time Sync","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-044","DCs with Excessive Open Ports","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-046","DCs Missing Critical Security Updates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-047","DCs with Weak Audit Policy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-048","DCs with RDP Enabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-049","DCs with Insecure DNS Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-050","DCs with Disabled Windows Firewall","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-051","DCs with Excessive Service Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-052","DCs with Old DSRM Password","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-053","DCs with Insecure Share Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-054","DCs with Disabled Security Event Log","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-055","DCs with Unsigned Drivers Allowed","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-056","DCs with PowerShell v2 Enabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-057","DCs with Insecure WMI Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-058","DCs with Cached Credentials Excessive","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-059","DCs with Anonymous SID Translation Enabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Controllers","DC-060","DCs with Insecure Screensaver Policy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-001","Kerberos Encryption Types Domain","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-002","Recycle Bin Enabled Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-003","ms-DS-MachineAccountQuota Setting","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-004","Default Domain Password Policy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-005","Tombstone Lifetime","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-006","Anonymous LDAP Access","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
