"Category","CheckId","CheckName","Error","FindingCount","Result","ScanNote","ScanTimeUtc"
"Domain_Configuration","DCONF-009","LDAP Signing Requirements (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-010","LDAP Channel Binding (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-011","SMB Signing Configuration (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-012","Null Session Access (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-013","LM Hash Storage (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-014","NTLM Authentication Settings (SYSVOL GPO)","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-015","Kerberos ticket lifetime (LDAP placeholder — see ticket policy doc)","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-016","Kerberos renewal lifetime (LDAP placeholder — see ticket policy doc)","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-017","DC Lockout Threshold","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-018","Account Lockout Duration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-019","Reset Account Lockout Counter","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-020","Min Password Length","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-021","Password Complexity","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-022","Password History","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-023","Max Password Age","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-024","Min Password Age","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-025","Reversible Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-026","Domain Rename Status","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-027","Schema Version Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-028","Forest Trust Information","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-029","Global Catalog Servers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-030","FSMO Role Holders","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Domain_Configuration","DCONF-031","Unexpected Schema Modifications","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-001","GPO Inventory All","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-002","GPOs by Organizational Unit","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-003","GPOs with Both Settings Disabled","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-004","GPOs Missing SYSVOL Path","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-005","GPOs with WMI Filters","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-006","GPO Containing Password Naming","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-007","Default Domain Policy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-008","Default Domain Controllers Policy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-009","GPOs Created Recently 7 Days","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-010","GPOs Modified Recently","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-011","Domain Password Policy from Domain Object","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-012","Fine-Grained Password Policies","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-013","OUs Without GPO Links","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-014","OUs Blocking Inheritance","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-015","GPOs with Enforced Links","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-016","Starter GPOs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-017","WMI Filters Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-018","GPO Links on Domain Root","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-019","GPO Links on Sites","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-020","Credential Guard GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-021","AppLocker GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-022","BitLocker GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-023","LAPS GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-024","Audit Policy GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-025","Firewall GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-026","PowerShell Logging GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-027","Security Baseline GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-028","WSUS GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-029","UAC GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-030","Remote Desktop GPO Check","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-031","GPO Modification History","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-032","GPOs with Weak Permissions","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-033","Unlinked GPOs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-034","GPOs with Scripts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-035","GPO Security Filtering Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-036","WMI Filter Validation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-037","GPO Link Order Conflicts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-038","Loopback Processing Misconfigurations","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-039","Slow Link Detection Settings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-040","GPO Processing Errors","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-041","GPO Replication Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-042","GPO Backup Status","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-043","GPO Preferences Passwords","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-044","GPO Scheduled Tasks Security","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-045","GPO Registry Settings Dangerous","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-046","GPO Software Installation Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-047","GPO Folder Redirection Security","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-048","GPO Startup Shutdown Scripts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-049","GPO Enforcement Not Set","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-050","GPO Block Inheritance Issues","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Group_Policy","GPO-ACL-001","SYSVOL Policies insecure ACLs","Could not derive DNS domain from defaultNamingContext.","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-001","Sites Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-002","Subnets Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-003","DNS Zones","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-004","Organizational Units OU Inventory","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-005","Replication Partners","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-006","Replication Metadata","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-007","Site Links Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-008","Site Link Bridges","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-009","Connection Objects","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-010","Inter Site Topology Generator","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-011","DNS Forwarders Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-012","DNS Zone Transfers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-013","DNS Dynamic Updates","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-014","DNS Scavenging Settings","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-015","DNS Aging Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-016","DHCP Servers in AD","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-017","WINS Servers Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-018","Time Server Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-019","PDC Emulator Time Source","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-020","Bridgehead Servers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-021","Preferred Bridgehead Servers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-022","Site Coverage","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-023","Subnet to Site Mapping","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-024","Orphaned Subnets","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-025","Overlapping Subnets","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-026","Empty Sites","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-027","Sites Without Subnets","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-028","Universal Group Membership Caching","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-029","Replication Schedule Configuration","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-030","Replication Notification Delay","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-031","DNS Records Pointing to External IPs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-032","Wildcard DNS Records","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Infrastructure","INFRA-033","Stale DNS Records","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-001","Kerberoastable User Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-002","AS-REP Roastable Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-003","Unconstrained Delegation Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-004","Unconstrained Delegation Users","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-005","Constrained Delegation Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-006","Constrained Delegation Users","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-007","Protocol Transition S4U2Self","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-008","Resource-Based Constrained Delegation","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-009","DES-Only Kerberos Users","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-010","DES-Only Kerberos Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-011","Accounts Supporting DES Encryption","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-012","Accounts Without Explicit Encryption Types","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-013","KRBTGT Account","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-014","Domain Kerberos Policy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-015","Accounts Not Delegated Privileged","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-016","Admin Accounts Without Delegation Protection","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-017","gMSA Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-018","sMSA Accounts Legacy","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-019","Kerberoastable Accounts with Old Password","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-020","AS-REP Roastable SPN Double Risk","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-021","Non-Expiring Password SPN","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-022","Protected Users Group Members","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-023","Accounts with AES256 Only","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-024","Domain Controllers Encryption Types","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-025","Computers with Protocol Transition","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-026","Trust Accounts TDOs","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-027","Sensitive Accounts Without AES","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-028","SPN Duplicates Check Computers","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-029","Authentication Policy Silos","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-030","Authentication Policies","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-031","Bronze Bit Attack Vulnerable Accounts","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
"Kerberos_Security","KRB-032","Kerberos Encryption Downgrade Risk","LDAP query failed: Exception calling ""FindAll"" with ""0"" argument(s): ""Unknown error (0x80005000)""","0","Error","","2026-04-02T05:42:52.9223307Z"
